relative_path,filename,classification,prefix,prefix_status,predecessor,predecessor_confidence,up_export,down_export,tables_created,tables_or_objects_referenced,columns_changed,schema_operation_tags,dependency_references,destructive_operation_tags,constraint_tags,applied_status,applied_status_evidence,file_sha256,size_bytes
backend/migrations/20250906061726_remove_createdAt_updatedAt_renstra_tabel_sasaran.js,20250906061726_remove_createdAt_updatedAt_renstra_tabel_sasaran.js,active-candidate,20250906061726,ok,20250906061725-add-timestamps-to-renstra-tabel-sasaran.js,repository_lexical_order_only,True,True,,renstra_tabel_sasaran|CURRENT_TIMESTAMP,renstra_tabel_sasaran.createdAt|renstra_tabel_sasaran.updatedAt,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1fd476a7bbdbfbd206d25ec57d266e9b9212d83e9b5ac2cc33626df1e3ef0f72,838
backend/migrations/20250906061727-add-timestamps-to-renstra-tabel-tujuan.js,20250906061727-add-timestamps-to-renstra-tabel-tujuan.js,active-candidate,20250906061727,ok,20250906061726_remove_createdAt_updatedAt_renstra_tabel_sasaran.js,repository_lexical_order_only,True,True,,renstra_tabel_tujuan|CURRENT_TIMESTAMP,renstra_tabel_tujuan.created_at|renstra_tabel_tujuan.updated_at,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1aafab2a5be313abc71d13d1126ec02b466730a64cdd6bb2188a5adec2a665bc,751
backend/migrations/20250906061728_remove_createdAt_updatedAt_renstra_tabel_tujuan.js,20250906061728_remove_createdAt_updatedAt_renstra_tabel_tujuan.js,active-candidate,20250906061728,ok,20250906061727-add-timestamps-to-renstra-tabel-tujuan.js,repository_lexical_order_only,True,True,,renstra_tabel_tujuan|CURRENT_TIMESTAMP,renstra_tabel_tujuan.createdAt|renstra_tabel_tujuan.updatedAt,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,f1a6184fb1825350fde2d8b51501d86d6538198f61db44cea648819f4f2a176b,902
backend/migrations/20250906061729-add-opd-id-to-renstra-tabel-tujuan.js,20250906061729-add-opd-id-to-renstra-tabel-tujuan.js,active-candidate,20250906061729,ok,20250906061728_remove_createdAt_updatedAt_renstra_tabel_tujuan.js,repository_lexical_order_only,True,True,,renstra_tabel_tujuan,renstra_tabel_tujuan.opd_id,add_column|remove_column,renstra_opd,remove_column,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,292bb69d363931cfd0a74c56405c5598ecdec25444939c03f18ce2ea786c2144,676
backend/migrations/20250906061730-name remove-opd-penanggung-jawab-from-renstra-tabel-tujuan.js,20250906061730-name remove-opd-penanggung-jawab-from-renstra-tabel-tujuan.js,active-candidate,20250906061730,ok,20250906061729-add-opd-id-to-renstra-tabel-tujuan.js,repository_lexical_order_only,True,True,,renstra_tabel_tujuan,renstra_tabel_tujuan.opd_penanggung_jawab,add_column,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,73035c296eca5cefd9ad57082acf91d5c88867c6123e15743d3e04f2990ac67a,552
backend/migrations/20250906061731-name remove-opd-penanggung-jawab-from-renstra-tabel-sasaran.js,20250906061731-name remove-opd-penanggung-jawab-from-renstra-tabel-sasaran.js,active-candidate,20250906061731,ok,20250906061730-name remove-opd-penanggung-jawab-from-renstra-tabel-tujuan.js,repository_lexical_order_only,True,True,,renstra_tabel_sasaran,renstra_tabel_sasaran.opd_penanggung_jawab,add_column,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,71db97cf432de4446795108ea4084c65b74456e470c75dd6d5b1e7f33b92666a,554
backend/migrations/20260218120000-rpjmd-indikator-kode-dedupe-unique.js,20260218120000-rpjmd-indikator-kode-dedupe-unique.js,active-candidate,20260218120000,ok,20250906061731-name remove-opd-penanggung-jawab-from-renstra-tabel-sasaran.js,repository_lexical_order_only,True,True,,of,,raw_sql,,raw_destructive_sql,unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,d964b85eec9aaea445eb5c6fd3ad5e855c0381f87db8b22e32cb537424f83b64,1431
backend/migrations/20260407-001-add-approval-status.js,20260407-001-add-approval-status.js,active-candidate,20260407-001,ok,20260218120000-rpjmd-indikator-kode-dedupe-unique.js,repository_lexical_order_only,True,True,approval_logs|approval_config,approval_logs|approval_config|of,,create_table|drop_table,,drop_table,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,f2b78f73928093d4b1d1e9d67154ea97cba4458b99eac3efba7e532823dc75e2,4546
backend/migrations/20260407-002-mini-sipd-tables.js,20260407-002-mini-sipd-tables.js,active-candidate,20260407-002,ok,20260407-001-add-approval-status.js,repository_lexical_order_only,True,True,sipd_ref_program|sipd_ref_kegiatan|sipd_ref_subkegiatan|sipd_realisasi|sipd_anggaran_kas,sipd_ref_program|sipd_ref_kegiatan|sipd_ref_subkegiatan|sipd_realisasi|sipd_anggaran_kas,,create_table,sipd_ref_kegiatan|sipd_ref_program,,foreign_key_reference|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,cc08425496526a5eb4e3b552734fb8b90ad0d0d18d74155059570309be1b117a,6331
backend/migrations/20260407-003-kode-rekening-neraca.js,20260407-003-kode-rekening-neraca.js,active-candidate,20260407-003,ok,20260407-002-mini-sipd-tables.js,repository_lexical_order_only,True,True,kode_neraca|kode_rekening,kode_neraca|kode_rekening,,create_table|drop_table,,drop_table,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1ac2c86c72ceddc8d999547f762df1e7f0b1d9f1c8db36cc465c48f12b7cdf68,2702
backend/migrations/20260408-001-add-kode-rekening-to-dpa.js,20260408-001-add-kode-rekening-to-dpa.js,active-candidate,20260408-001,ok,20260407-003-kode-rekening-neraca.js,repository_lexical_order_only,True,True,,dpa,dpa.kode_rekening|dpa.nama_rekening,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,7161e932c2870dbf1e26b2f672ae3fd11aa3f55b871aa5d6f2b3d4ccebd2a586,1614
backend/migrations/20260408-002-notifications-align-model.js,20260408-002-notifications-align-model.js,active-candidate,20260408-002,ok,20260408-001-add-kode-rekening-to-dpa.js,repository_lexical_order_only,True,True,,notifications|with,notifications.title|notifications.entity_type|notifications.entity_id|notifications.link,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,faef5470c6b6374b6b2cc00f3b2a69f180506ccd42c96ad4195d0627bfd70b52,1677
backend/migrations/20260408103000-add-password-reset-to-users.js,20260408103000-add-password-reset-to-users.js,active-candidate,20260408103000,ok,20260408-002-notifications-align-model.js,repository_lexical_order_only,True,True,,users,users.password_reset_token|users.password_reset_expires,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,2c1eebd15ac7ce4ee5d1525f434c94ca3106cd9c98d313c14823d6f3771e250f,633
backend/migrations/20260408123000-add-sub-kegiatan-id-to-cascading.js,20260408123000-add-sub-kegiatan-id-to-cascading.js,active-candidate,20260408123000,ok,20260408103000-add-password-reset-to-users.js,repository_lexical_order_only,True,True,,cascading,cascading.sub_kegiatan_id,add_column|remove_column,sub_kegiatan,remove_column,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,bd92215c6ac6dcdf672f95e146d6f43f4c706f56a18b3abc59912b1a69f40b11,948
backend/migrations/20260408123550-create-planning-tables.cjs,20260408123550-create-planning-tables.cjs,active-candidate,,missing_or_nonstandard,,not_applicable,True,True,,if|diselaraskan,,,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,cb6bfc1231a8d40bb0281c05ec3f5ffa546d53e921a6c68c3bc609107ea26d80,18948
backend/migrations/20260408124000-ensure-activity-logs.js,20260408124000-ensure-activity-logs.js,active-candidate,20260408124000,ok,20260408123000-add-sub-kegiatan-id-to-cascading.js,repository_lexical_order_only,True,True,activity_logs,activity_logs,,create_table|drop_table,,drop_table,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,ad8bccc3c979dfc3e3e607389997158855a65ed8ea3158272b789acc5c848ed6,2035
backend/migrations/20260408140000-create-kode-akun-bas.js,20260408140000-create-kode-akun-bas.js,active-candidate,20260408140000,ok,20260408124000-ensure-activity-logs.js,repository_lexical_order_only,True,True,kode_akun_bas,kode_akun_bas,,add_index|create_table|drop_table,,drop_table,index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,7b1b6ae3e5aedc37eb53a90562a7d9cd5984a7da788ca304b915b4dd10331c77,3121
backend/migrations/20260408140001-create-jurnal-umum.js,20260408140001-create-jurnal-umum.js,active-candidate,20260408140001,ok,20260408140000-create-kode-akun-bas.js,repository_lexical_order_only,True,True,jurnal_umum,jurnal_umum,,add_index|create_table|drop_table,,drop_table,index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,8b79a0759b8a8bc09a35701f2a5948678dccbc0255a254f6520fc6f1f3528338,2996
backend/migrations/20260408140002-create-jurnal-detail.js,20260408140002-create-jurnal-detail.js,active-candidate,20260408140002,ok,20260408140001-create-jurnal-umum.js,repository_lexical_order_only,True,True,jurnal_detail,jurnal_detail,,add_index|create_table|drop_table,jurnal_umum,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,d5de300f5ece9437d6bced249f817e1fcfaf79b0cde6c24138a6802b42fd081a,2162
backend/migrations/20260408140003-create-saldo-akun.js,20260408140003-create-saldo-akun.js,active-candidate,20260408140003,ok,20260408140002-create-jurnal-detail.js,repository_lexical_order_only,True,True,saldo_akun,saldo_akun,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,e9af0980632cc33e50734b273407b8b63b6ff0b2db79e0fbec102177fc4d7e62,2715
backend/migrations/20260408140004-add-kode-akun-to-penatausahaan.js,20260408140004-add-kode-akun-to-penatausahaan.js,active-candidate,20260408140004,ok,20260408140003-create-saldo-akun.js,repository_lexical_order_only,True,True,,penatausahaan,penatausahaan.kode_akun,remove_column|remove_index,,remove_column|remove_index,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,058c7285ec78a0d56c47f87876680d6ac5b8ce90a6d904c1261226f2f4e7901c,1207
backend/migrations/20260408160000-create-bku.js,20260408160000-create-bku.js,active-candidate,20260408160000,ok,20260408140004-add-kode-akun-to-penatausahaan.js,repository_lexical_order_only,True,True,bku,bku,,add_index|create_table|drop_table,jurnal_umum,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,9ee701a4993972811a373cca5cabace3d694397724ed15c267b422d125039efc,3394
backend/migrations/20260408160001-create-bku-pembantu.js,20260408160001-create-bku-pembantu.js,active-candidate,20260408160001,ok,20260408160000-create-bku.js,repository_lexical_order_only,True,True,bku_up|bku_objek,bku_up|bku_objek,,add_index|create_table|drop_table,bku,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,c34c024ed13d734d1ae818d3baf22df9b859622b27c86cdfdc7d4b3ddc89f092,2900
backend/migrations/20260408160002-add-dpa-realisasi.js,20260408160002-add-dpa-realisasi.js,active-candidate,20260408160002,ok,20260408160001-create-bku-pembantu.js,repository_lexical_order_only,True,True,,dpa,dpa.realisasi,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,b8cdfbb799fc02cb31900c889371cacbb4b507ba99927f7b39b7139888b81313,1010
backend/migrations/20260408170000-create-lra-snapshot.js,20260408170000-create-lra-snapshot.js,active-candidate,20260408170000,ok,20260408160002-add-dpa-realisasi.js,repository_lexical_order_only,True,True,lra_snapshot,lra_snapshot,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,a82a61bf6e66dd1ebcb3a8bc3c1c52f9cdee33104d8c83127af4aed117576c59,2178
backend/migrations/20260408180000-create-aset-tetap.js,20260408180000-create-aset-tetap.js,active-candidate,20260408180000,ok,20260408170000-create-lra-snapshot.js,repository_lexical_order_only,True,True,aset_tetap|mutasi_aset,aset_tetap|mutasi_aset,,add_index|create_table|drop_table,aset_tetap,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,f67b0efe952a785ccfb4759c457bd869128048fa4cf3568ae7f0a7d68b85a327,3327
backend/migrations/20260408180001-create-neraca-pendukung.js,20260408180001-create-neraca-pendukung.js,active-candidate,20260408180001,ok,20260408180000-create-aset-tetap.js,repository_lexical_order_only,True,True,kewajiban_jangka_pendek|piutang|persediaan,kewajiban_jangka_pendek|piutang|persediaan,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,6915d8423d3df7d44ac646b983d0d2c1c9f5ed1fd90e06a129c8efed3463ec90,3382
backend/migrations/20260408180002-create-neraca-snapshot.js,20260408180002-create-neraca-snapshot.js,active-candidate,20260408180002,ok,20260408180001-create-neraca-pendukung.js,repository_lexical_order_only,True,True,neraca_snapshot,neraca_snapshot,,add_constraint|create_table|drop_table,,drop_table,foreign_key_or_constraint|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,ccec72c612d9554620a8560e3a7f5f8bf1697adfb5a0742c4ab08405e744e44b,1285
backend/migrations/20260408190000-create-lo-lpe-snapshot.js,20260408190000-create-lo-lpe-snapshot.js,active-candidate,20260408190000,ok,20260408180002-create-neraca-snapshot.js,repository_lexical_order_only,True,True,lo_snapshot|lpe_snapshot,lo_snapshot|lpe_snapshot,,add_constraint|create_table|drop_table,,drop_table,foreign_key_or_constraint|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,bb88e119324803d731741aa6e07099a97d41e105c266f93100c3c62e5b55f3e7,2545
backend/migrations/20260408200000-create-lak-snapshot.js,20260408200000-create-lak-snapshot.js,active-candidate,20260408200000,ok,20260408190000-create-lo-lpe-snapshot.js,repository_lexical_order_only,True,True,lak_snapshot,lak_snapshot,,add_constraint|create_table|drop_table,,drop_table,foreign_key_or_constraint|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,50d256368e5ffdc921f414b6de310542e0ee5928a3404e21ec7cab3f906f83a4,1382
backend/migrations/20260408210000-create-calk-tables.js,20260408210000-create-calk-tables.js,active-candidate,20260408210000,ok,20260408200000-create-lak-snapshot.js,repository_lexical_order_only,True,True,calk_template|calk_konten,calk_template|calk_konten,,add_constraint|create_table|drop_table,calk_template,drop_table,foreign_key_or_constraint|foreign_key_reference|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,b87310f2005bb2707eee30424f49f70470f7f68ed20422b5c4fbc741f459117a,2361
backend/migrations/20260408215000-create-lk-kinerja.js,20260408215000-create-lk-kinerja.js,active-candidate,20260408215000,ok,20260408210000-create-calk-tables.js,repository_lexical_order_only,True,True,lk_kinerja,lk_kinerja,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,66a796cb40c42e4900cbfff6f4254c328a9737c23570fcb15319c3a5500fdaeb,1211
backend/migrations/20260408230000-create-lk-pdf-riwayat.js,20260408230000-create-lk-pdf-riwayat.js,active-candidate,20260408230000,ok,20260408215000-create-lk-kinerja.js,repository_lexical_order_only,True,True,lk_pdf_riwayat,lk_pdf_riwayat,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,dc873c418835192f31393f5e23ae327198cc52853397079dc1f7f2839c600161,1034
backend/migrations/20260409-001-add-nama-opd-is-aktif-to-renstra-opd.js,20260409-001-add-nama-opd-is-aktif-to-renstra-opd.js,active-candidate,20260409-001,ok,20260409-arah-kebijakan-id-autoincrement.js,repository_lexical_order_only,True,True,,renstra_opd,renstra_opd.nama_opd|renstra_opd.is_aktif,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,c3af41a505f325902eb6ab9580fd70c3fcd303926bda13599738e830a328f044,1264
backend/migrations/20260409-002-add-capaian-columns-to-renstra-target.js,20260409-002-add-capaian-columns-to-renstra-target.js,active-candidate,20260409-002,ok,20260409-001-add-nama-opd-is-aktif-to-renstra-opd.js,repository_lexical_order_only,True,True,,,,,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,50ba2067e6045c4b566c1726c7f020edfa103fe70f7bba586fea3268441d23c7,2614
backend/migrations/20260409-003-create-renstra-table.js,20260409-003-create-renstra-table.js,active-candidate,20260409-003,ok,20260409-002-add-capaian-columns-to-renstra-target.js,repository_lexical_order_only,True,True,renstra,renstra,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,9c638e7cad433c8d962f5fad7c15c33adef4f15fe48d7cd559913a360a758d8f,2825
backend/migrations/20260409-arah-kebijakan-id-autoincrement.js,20260409-arah-kebijakan-id-autoincrement.js,active-candidate,20260409,ok,20260408230000-create-lk-pdf-riwayat.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,a669070c79fa9715effb3f6945133d0cf57f6fa5ac52e796fcb114707d2b06c3,907
backend/migrations/20260409120000-renja-rkpd-fk-and-perangkat-daerah.cjs,20260409120000-renja-rkpd-fk-and-perangkat-daerah.cjs,active-candidate,,missing_or_nonstandard,,not_applicable,True,True,,,,,renja,,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,18d15e1b9103ce3b3fa696bb4ae45895ac031354658c461e78d41c8dcf6a004f,1628
backend/migrations/20260410130000-create-master-program.js,20260410130000-create-master-program.js,active-candidate,20260410130000,ok,20260409-003-create-renstra-table.js,repository_lexical_order_only,True,True,master_program,master_program,,add_index|create_table|drop_table,,drop_table,index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,0e0d90e81ef6d7157719543b31dea73fc18adbf118bcdc2cf7e20e68950c404b,2392
backend/migrations/20260410130001-create-master-kegiatan.js,20260410130001-create-master-kegiatan.js,active-candidate,20260410130001,ok,20260410130000-create-master-program.js,repository_lexical_order_only,True,True,master_kegiatan,master_kegiatan,,add_index|create_table|drop_table,master_program,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,2c6a800f7f2f677bcfd22c034eb4a7c4ee76495865ab24826679c12566fd434f,2230
backend/migrations/20260410130002-create-master-sub-kegiatan.js,20260410130002-create-master-sub-kegiatan.js,active-candidate,20260410130002,ok,20260410130001-create-master-kegiatan.js,repository_lexical_order_only,True,True,master_sub_kegiatan,master_sub_kegiatan,,add_index|create_table|drop_table,master_kegiatan,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,d9fc9452865c33bbcd24dd21171007b13121abcd266de0cb65336c2682b4d19b,2471
backend/migrations/20260410130003-create-master-indikator.js,20260410130003-create-master-indikator.js,active-candidate,20260410130003,ok,20260410130002-create-master-sub-kegiatan.js,repository_lexical_order_only,True,True,master_indikator,master_indikator,,add_index|create_table|drop_table,master_sub_kegiatan,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,706eb2c7803ca4896b082fbe42f6989777275eaa92ba7f54df14aebe0d69dc19,2212
backend/migrations/20260410140000-add-kinerja-to-master-indikator.js,20260410140000-add-kinerja-to-master-indikator.js,active-candidate,20260410140000,ok,20260410130003-create-master-indikator.js,repository_lexical_order_only,True,True,,master_indikator,master_indikator.kinerja,remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,ff844074541ee2a31c45e70291345e108ab6882788f3626df2206d448759b8b5,1244
backend/migrations/20260411-001-create-renstra-tabel-strategi-kebijakan.js,20260411-001-create-renstra-tabel-strategi-kebijakan.js,active-candidate,20260411-001,ok,20260410140000-add-kinerja-to-master-indikator.js,repository_lexical_order_only,True,True,renstra_tabel_strategi_kebijakan,renstra_tabel_strategi_kebijakan,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,27b142e2fa32d263d8c4e86a6bd2cbda0d2a7335cca3186d7ba90d0847c7fc0b,3353
backend/migrations/20260411-002-create-renstra-tabel-prioritas.js,20260411-002-create-renstra-tabel-prioritas.js,active-candidate,20260411-002,ok,20260411-001-create-renstra-tabel-strategi-kebijakan.js,repository_lexical_order_only,True,True,renstra_tabel_prioritas,renstra_tabel_prioritas,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,552ed4ce8ed6d91debe05091da3c3c9b65fd5023ee32127388d45186692ed8a6,3615
backend/migrations/20260411130000-derivation-hardening-pd-mapping.js,20260411130000-derivation-hardening-pd-mapping.js,active-candidate,20260411130000,ok,20260411-002-create-renstra-tabel-prioritas.js,repository_lexical_order_only,True,True,perangkat_daerah_opd_mapping,perangkat_daerah_opd_mapping|renstra_pd_dokumen|rkpd_dokumen|renja_dokumen,,add_index|create_table|drop_table|remove_index,opd_penanggung_jawab|perangkat_daerah|renja|renstra_opd,drop_table|remove_index,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1ff8a0674d05c7583637163c29c5d972c9230e1f368041b1dfce01c7ac857c34,4306
